Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
509,Entry short,2024-02-20 07:10,S|ORB|or:164.5|pd:470|on:botBreak|gap:-126.8|ent:close|risk:207.5|rr:0|n:1|h:10|m:10|dow:3,17516.75,1,35033.5,-167.5,-0.48,2,127.5,0.36,-196,-0.56,7717.5,30.87,70
510,Exit long,2024-02-21 07:30,SL,17454.75,1,35045,-137.5,-0.39,2,0,0.00,-136.5,-0.39,7580,30.32,6
510,Entry long,2024-02-21 07:00,L|ORB|or:56|pd:21|on:botBreak|gap:-117.3|ent:close|risk:67.25|rr:0|n:1|h:10|m:0|dow:4,17522.5,1,35045,-137.5,-0.39,2,0,0.00,-136.5,-0.39,7580,30.32,6
511,Exit short,2024-02-23 13:00,time,17971.75,1,36159.5,214,0.59,2,266.5,0.74,-26.5,-0.07,7794,31.18,73
511,Entry short,2024-02-23 06:55,S|ORB|or:48|pd:22|on:topBreak|gap:+61|ent:close|risk:65.5|rr:0|n:1|h:9|m:55|dow:6,18079.75,1,36159.5,214,0.59,2,266.5,0.74,-26.5,-0.07,7794,31.18,73
512,Exit short,2024-02-29 12:45,SL,18073,1,35975,-173,-0.48,2,178,0.49,-172,-0.48,7621,30.48,67
512,Entry short,2024-02-29 07:10,S|ORB|or:51.5|pd:52|on:topBreak|gap:+112.8|ent:close|risk:85|rr:0|n:1|h:10|m:10|dow:5,17987.5,1,35975,-173,-0.48,2,178,0.49,-172,-0.48,7621,30.48,67
513,Exit short,2024-03-05 13:00,time,17942.25,1,36077,190.5,0.53,2,411,1.14,-92,-0.26,7811.5,31.25,73
513,Entry short,2024-03-05 06:55,S|ORB|or:81|pd:85|on:botBreak|gap:-124.5|ent:close|risk:96.75|rr:0|n:1|h:9|m:55|dow:3,18038.5,1,36077,190.5,0.53,2,411,1.14,-92,-0.26,7811.5,31.25,73
514,Exit short,2024-03-06 08:55,SL,18127,1,36101,-155,-0.43,2,173,0.48,-154,-0.43,7656.5,30.63,24
514,Entry short,2024-03-06 06:55,S|ORB|or:56.8|pd:19|on:topBreak|gap:+172.3|ent:close|risk:76|rr:0|n:1|h:9|m:55|dow:4,18050.5,1,36101,-155,-0.43,2,173,0.48,-154,-0.43,7656.5,30.63,24
515,Exit long,2024-03-07 13:00,time,18292.5,1,36476,107,0.29,2,243,0.67,-40,-0.11,7763.5,31.05,67
515,Entry long,2024-03-07 07:25,L|ORB|or:63.3|pd:30|on:topBreak|gap:+137.8|ent:close|risk:76.25|rr:0|n:1|h:10|m:25|dow:5,18238,1,36476,107,0.29,2,243,0.67,-40,-0.11,7763.5,31.05,67
516,Exit short,2024-03-13 13:00,time,18333.5,1,36700.5,31.5,0.09,2,136.5,0.37,-109.5,-0.30,7795,31.18,75
516,Entry short,2024-03-13 06:45,S|ORB|or:63|pd:20|on:botBreak|gap:-47.5|ent:close|risk:79.5|rr:0|n:1|h:9|m:45|dow:4,18350.25,1,36700.5,31.5,0.09,2,136.5,0.37,-109.5,-0.30,7795,31.18,75
517,Exit short,2024-03-14 13:00,time,18293,1,36550,-38,-0.10,2,226.5,0.62,-135,-0.37,7757,31.03,75
517,Entry short,2024-03-14 06:45,S|ORB|or:62.3|pd:42|on:botBreak|gap:+44.3|ent:close|risk:123.25|rr:0|n:1|h:9|m:45|dow:5,18275,1,36550,-38,-0.10,2,226.5,0.62,-135,-0.37,7757,31.03,75
518,Exit long,2024-03-18 08:50,SL,18276.75,1,36716.5,-165,-0.45,2,44,0.12,-164,-0.45,7592,30.37,18
518,Entry long,2024-03-18 07:20,L|ORB|or:69.3|pd:41|on:topBreak|gap:+226.3|ent:close|risk:81|rr:0|n:1|h:10|m:20|dow:2,18358.25,1,36716.5,-165,-0.45,2,44,0.12,-164,-0.45,7592,30.37,18
519,Exit short,2024-03-21 13:00,time,18563,1,37277,149,0.40,2,171.5,0.46,-139,-0.37,7741,30.96,75
519,Entry short,2024-03-21 06:45,S|ORB|or:53.5|pd:21|on:topBreak|gap:+203.3|ent:close|risk:70.25|rr:0|n:1|h:9|m:45|dow:5,18638.5,1,37277,149,0.40,2,171.5,0.46,-139,-0.37,7741,30.96,75
520,Exit long,2024-03-25 13:00,time,18510.75,1,36994,25.5,0.07,2,148.5,0.40,-1.5,0.00,7766.5,31.07,71
520,Entry long,2024-03-25 07:05,L|ORB|or:65.5|pd:52|on:botBreak|gap:-113.5|ent:close|risk:82.25|rr:0|n:1|h:10|m:5|dow:2,18497,1,36994,25.5,0.07,2,148.5,0.40,-1.5,0.00,7766.5,31.07,71
521,Exit long,2024-03-28 10:15,SL,18456.25,1,37057,-146.5,-0.40,2,20.5,0.06,-145.5,-0.39,7620,30.48,41
521,Entry long,2024-03-28 06:50,L|ORB|or:52.5|pd:27|on:botBreak|gap:-7|ent:close|risk:71.75|rr:0|n:1|h:9|m:50|dow:5,18528.5,1,37057,-146.5,-0.40,2,20.5,0.06,-145.5,-0.39,7620,30.48,41
522,Exit short,2024-04-02 10:00,SL,18293,1,36420,-168,-0.46,2,5,0.01,-167,-0.46,7452,29.81,33
522,Entry short,2024-04-02 07:15,S|ORB|or:68.8|pd:36|on:botBreak|gap:-207.5|ent:close|risk:82.5|rr:0|n:1|h:10|m:15|dow:3,18210,1,36420,-168,-0.46,2,5,0.01,-167,-0.46,7452,29.81,33
523,Exit short,2024-04-04 13:00,time,18096.75,1,37034.5,839,2.27,2,908.5,2.45,-99.5,-0.27,8291,33.16,74
523,Entry short,2024-04-04 06:50,S|ORB|or:40.3|pd:19|on:topBreak|gap:+170.8|ent:close|risk:51.25|rr:0|n:1|h:9|m:50|dow:5,18517.25,1,37034.5,839,2.27,2,908.5,2.45,-99.5,-0.27,8291,33.16,74
524,Exit long,2024-04-08 13:00,time,18307,1,36716,-104,-0.28,2,38,0.10,-212.5,-0.58,8187,32.75,66
524,Entry long,2024-04-08 07:30,L|ORB|or:99.3|pd:33|on:botBreak|gap:+37|ent:close|risk:120.5|rr:0|n:1|h:10|m:30|dow:2,18358,1,36716,-104,-0.28,2,38,0.10,-212.5,-0.58,8187,32.75,66
525,Exit short,2024-04-09 13:00,SL,18405.75,1,36564.5,-249,-0.68,2,243,0.66,-248,-0.68,7938,31.75,67
525,Entry short,2024-04-09 07:25,S|ORB|or:62.3|pd:45|on:topBreak|gap:+93.8|ent:close|risk:123|rr:0|n:1|h:10|m:25|dow:3,18282.25,1,36564.5,-249,-0.68,2,243,0.66,-248,-0.68,7938,31.75,67
526,Exit long,2024-04-18 10:20,SL,17550.25,1,35408,-309.5,-0.87,2,83,0.23,-308.5,-0.87,7628.5,30.51,32
526,Entry long,2024-04-18 07:40,L|ORB|or:127.8|pd:37|on:botBreak|gap:+18.5|ent:close|risk:153.25|rr:0|n:1|h:10|m:40|dow:5,17704,1,35408,-309.5,-0.87,2,83,0.23,-308.5,-0.87,7628.5,30.51,32
527,Exit long,2024-04-23 13:00,time,17640.75,1,35019,260.5,0.74,2,298,0.85,-68.5,-0.20,7889,31.56,74
527,Entry long,2024-04-23 06:50,L|ORB|or:64.5|pd:22|on:topBreak|gap:+78|ent:close|risk:96.25|rr:0|n:1|h:9|m:50|dow:3,17509.5,1,35019,260.5,0.74,2,298,0.85,-68.5,-0.20,7889,31.56,74
528,Exit short,2024-04-24 13:00,time,17668,1,35385.5,47.5,0.13,2,250,0.71,-26.5,-0.07,7936.5,31.75,62
528,Entry short,2024-04-24 07:50,S|ORB|or:74|pd:30|on:topBreak|gap:+123|ent:close|risk:94.5|rr:0|n:1|h:10|m:50|dow:4,17692.75,1,35385.5,47.5,0.13,2,250,0.71,-26.5,-0.07,7936.5,31.75,62
529,Exit long,2024-04-25 13:00,time,17782.25,1,34822.5,740,2.13,2,752.5,2.16,-140.5,-0.40,8676.5,34.71,70
529,Entry long,2024-04-25 07:10,L|ORB|or:67.8|pd:30|on:botBreak|gap:-304.3|ent:close|risk:103.5|rr:0|n:1|h:10|m:10|dow:5,17411.25,1,34822.5,740,2.13,2,752.5,2.16,-140.5,-0.40,8676.5,34.71,70
530,Exit long,2024-04-26 13:00,time,17841.75,1,35562.5,119,0.33,2,239,0.67,-26.5,-0.07,8795.5,35.18,74
530,Entry long,2024-04-26 06:50,L|ORB|or:96.3|pd:32|on:botBreak|gap:+129.8|ent:close|risk:113.25|rr:0|n:1|h:9|m:50|dow:6,17781.25,1,35562.5,119,0.33,2,239,0.67,-26.5,-0.07,8795.5,35.18,74
531,Exit long,2024-05-03 07:10,SL,17918.5,1,35990,-155,-0.43,2,109,0.30,-154,-0.43,8640.5,34.56,5
531,Entry long,2024-05-03 06:45,L|ORB|or:58.5|pd:20|on:topBreak|gap:+309.8|ent:close|risk:76|rr:0|n:1|h:9|m:45|dow:6,17995,1,35990,-155,-0.43,2,109,0.30,-154,-0.43,8640.5,34.56,5
532,Exit short,2024-05-07 07:55,SL,18237,1,36377,-99,-0.27,2,8.5,0.02,-98,-0.27,8541.5,34.17,7
532,Entry short,2024-05-07 07:20,S|ORB|or:39|pd:25|on:topBreak|gap:+13.3|ent:close|risk:48|rr:0|n:1|h:10|m:20|dow:3,18188.5,1,36377,-99,-0.27,2,8.5,0.02,-98,-0.27,8541.5,34.17,7
533,Exit short,2024-05-10 13:00,time,18249.75,1,36463,-38.5,-0.11,2,85.5,0.23,-79.5,-0.22,8503,34.01,67
533,Entry short,2024-05-10 07:25,S|ORB|or:75|pd:57|on:topBreak|gap:+58.5|ent:close|risk:100.25|rr:0|n:1|h:10|m:25|dow:6,18231.5,1,36463,-38.5,-0.11,2,85.5,0.23,-79.5,-0.22,8503,34.01,67
534,Exit long,2024-05-14 13:00,time,18413.75,1,36688,137.5,0.37,2,178.5,0.49,-122.5,-0.33,8640.5,34.56,68
534,Entry long,2024-05-14 07:20,L|ORB|or:52.8|pd:52|on:topBreak|gap:-21.5|ent:close|risk:79|rr:0|n:1|h:10|m:20|dow:3,18344,1,36688,137.5,0.37,2,178.5,0.49,-122.5,-0.33,8640.5,34.56,68
535,Exit long,2024-05-16 10:25,SL,18671.25,1,37410,-69.5,-0.19,2,110.5,0.30,-68.5,-0.18,8571,34.28,44
535,Entry long,2024-05-16 06:45,L|ORB|or:28|pd:11|on:botBreak|gap:-14.8|ent:close|risk:33.25|rr:0|n:1|h:9|m:45|dow:5,18705,1,37410,-69.5,-0.19,2,110.5,0.30,-68.5,-0.18,8571,34.28,44
536,Exit long,2024-05-20 13:00,time,18764.25,1,37486,40.5,0.11,2,102,0.27,-72.5,-0.19,8611.5,34.45,74
536,Entry long,2024-05-20 06:50,L|ORB|or:75.5|pd:57|on:topBreak|gap:+5.3|ent:close|risk:108|rr:0|n:1|h:9|m:50|dow:2,18743,1,37486,40.5,0.11,2,102,0.27,-72.5,-0.19,8611.5,34.45,74
537,Exit long,2024-05-21 13:00,time,18796.25,1,37447,143.5,0.38,2,169.5,0.45,-48,-0.13,8755,35.02,72
537,Entry long,2024-05-21 07:00,L|ORB|or:36|pd:23|on:botBreak|gap:-80.3|ent:close|risk:45.75|rr:0|n:1|h:10|m:0|dow:3,18723.5,1,37447,143.5,0.38,2,169.5,0.45,-48,-0.13,8755,35.02,72
538,Exit long,2024-05-22 10:35,SL,18788.25,1,37670,-95.5,-0.25,2,6,0.02,-94.5,-0.25,8659.5,34.64,29
538,Entry long,2024-05-22 08:10,L|ORB|or:37.5|pd:29|on:topBreak|gap:+7.5|ent:close|risk:46.25|rr:0|n:1|h:11|m:10|dow:4,18835,1,37670,-95.5,-0.25,2,6,0.02,-94.5,-0.25,8659.5,34.64,29
539,Exit long,2024-05-24 13:00,time,18868,1,37574.5,159.5,0.42,2,276.5,0.74,-5,-0.01,8819,35.28,71
539,Entry long,2024-05-24 07:05,L|ORB|or:44|pd:12|on:topBreak|gap:+65.8|ent:close|risk:54.25|rr:0|n:1|h:10|m:5|dow:6,18787.25,1,37574.5,159.5,0.42,2,276.5,0.74,-5,-0.01,8819,35.28,71
540,Exit long,2024-05-27 15:00,time,18930.5,1,37834.5,24.5,0.06,2,79,0.21,-7,-0.02,8843.5,35.37,22
540,Entry long,2024-05-27 08:10,L|ORB|or:34|pd:18|on:topBreak|gap:+5.3|ent:close|risk:40.25|rr:0|n:1|h:11|m:10|dow:2,18917.25,1,37834.5,24.5,0.06,2,79,0.21,-7,-0.02,8843.5,35.37,22
541,Exit short,2024-05-28 08:30,SL,18937.75,1,37694.5,-183,-0.49,2,10,0.03,-182,-0.48,8660.5,34.64,21
541,Entry short,2024-05-28 06:45,S|ORB|or:67.5|pd:83|on:botBreak|gap:-30.8|ent:close|risk:90|rr:0|n:1|h:9|m:45|dow:3,18847.25,1,37694.5,-183,-0.49,2,10,0.03,-182,-0.48,8660.5,34.64,21
542,Exit short,2024-06-03 13:00,time,18648.75,1,37378,78.5,0.21,2,505,1.35,-82.5,-0.22,8739,34.96,74
542,Entry short,2024-06-03 06:50,S|ORB|or:51.5|pd:13|on:topBreak|gap:+114|ent:close|risk:61|rr:0|n:1|h:9|m:50|dow:2,18689,1,37378,78.5,0.21,2,505,1.35,-82.5,-0.22,8739,34.96,74
543,Exit long,2024-06-12 13:00,time,19467.25,1,39019,-86.5,-0.22,2,157,0.40,-154,-0.39,8652.5,34.61,70
543,Entry long,2024-06-12 07:10,L|ORB|or:107.3|pd:42|on:topBreak|gap:+159.3|ent:close|risk:135.25|rr:0|n:1|h:10|m:10|dow:4,19509.5,1,39019,-86.5,-0.22,2,157,0.40,-154,-0.39,8652.5,34.61,70
544,Exit short,2024-06-17 07:10,SL,19974.5,1,39816.5,-134.5,-0.34,2,0,0.00,-133.5,-0.34,8518,34.07,5
544,Entry short,2024-06-17 06:45,S|ORB|or:45.5|pd:34|on:botBreak|gap:+270.5|ent:close|risk:65.75|rr:0|n:1|h:9|m:45|dow:2,19908.25,1,39816.5,-134.5,-0.34,2,0,0.00,-133.5,-0.34,8518,34.07,5
545,Exit short,2024-06-19 15:00,time,20237.25,1,40451,-25.5,-0.06,2,3,0.01,-46,-0.11,8492.5,33.97,30
545,Entry short,2024-06-19 07:30,S|ORB|or:17|pd:17|on:topBreak|gap:+42.5|ent:close|risk:27|rr:0|n:1|h:10|m:30|dow:4,20225.5,1,40451,-25.5,-0.06,2,3,0.01,-46,-0.11,8492.5,33.97,30
546,Exit short,2024-06-20 13:00,time,20039.25,1,40306.5,226,0.56,2,388.5,0.96,-152.5,-0.38,8718.5,34.87,70
546,Entry short,2024-06-20 07:10,S|ORB|or:62|pd:216|on:botBreak|gap:+14.8|ent:close|risk:109|rr:0|n:1|h:10|m:10|dow:5,20153.25,1,40306.5,226,0.56,2,388.5,0.96,-152.5,-0.38,8718.5,34.87,70
547,Exit short,2024-06-24 07:00,SL,19966,1,39739,-195,-0.49,2,0.5,0.00,-194,-0.49,8523.5,34.09,3
547,Entry short,2024-06-24 06:45,S|ORB|or:78.5|pd:49|on:botBreak|gap:-53.3|ent:close|risk:96|rr:0|n:1|h:9|m:45|dow:2,19869.5,1,39739,-195,-0.49,2,0.5,0.00,-194,-0.49,8523.5,34.09,3
548,Exit long,2024-06-28 09:15,SL,20038.25,1,40252.5,-178,-0.44,2,293,0.73,-177,-0.44,8345.5,33.38,30
548,Entry long,2024-06-28 06:45,L|ORB|or:66.5|pd:41|on:botBreak|gap:+22.5|ent:close|risk:87.5|rr:0|n:1|h:9|m:45|dow:6,20126.25,1,40252.5,-178,-0.44,2,293,0.73,-177,-0.44,8345.5,33.38,30
549,Exit long,2024-07-02 13:00,time,20243.75,1,40227.5,258,0.64,2,290.5,0.72,-98.5,-0.24,8603.5,34.41,62
549,Entry long,2024-07-02 07:50,L|ORB|or:106.5|pd:41|on:topBreak|gap:-67|ent:close|risk:137.5|rr:0|n:1|h:10|m:50|dow:3,20113.75,1,40227.5,258,0.64,2,290.5,0.72,-98.5,-0.24,8603.5,34.41,62
550,Exit short,2024-07-04 15:00,time,20384.25,1,40764.5,-6,-0.01,2,41.5,0.10,-23.5,-0.06,8597.5,34.39,36
550,Entry short,2024-07-04 07:00,S|ORB|or:18.8|pd:9|on:botBreak|gap:-13.5|ent:close|risk:24.25|rr:0|n:1|h:10|m:0|dow:5,20382.25,1,40764.5,-6,-0.01,2,41.5,0.10,-23.5,-0.06,8597.5,34.39,36
551,Exit long,2024-07-08 13:00,time,20676,1,41317.5,32.5,0.08,2,58,0.14,-100.5,-0.24,8630,34.52,56
551,Entry long,2024-07-08 08:20,L|ORB|or:44.3|pd:21|on:topBreak|gap:+10|ent:close|risk:58.25|rr:0|n:1|h:11|m:20|dow:2,20658.75,1,41317.5,32.5,0.08,2,58,0.14,-100.5,-0.24,8630,34.52,56
552,Exit short,2024-07-09 13:00,time,20673.5,1,41408,59,0.14,2,175,0.42,-77.5,-0.19,8689,34.76,67
552,Entry short,2024-07-09 07:25,S|ORB|or:45.3|pd:45|on:topBreak|gap:+56.8|ent:close|risk:60.75|rr:0|n:1|h:10|m:25|dow:3,20704,1,41408,59,0.14,2,175,0.42,-77.5,-0.19,8689,34.76,67
553,Exit long,2024-07-10 08:00,SL,20720.75,1,41571.5,-132,-0.32,2,19,0.05,-131,-0.32,8557,34.23,11
553,Entry long,2024-07-10 07:05,L|ORB|or:46.8|pd:30|on:topBreak|gap:+78.5|ent:close|risk:64.5|rr:0|n:1|h:10|m:5|dow:4,20785.75,1,41571.5,-132,-0.32,2,19,0.05,-131,-0.32,8557,34.23,11
554,Exit short,2024-07-11 13:00,time,20430,1,41672,810,1.94,2,918.5,2.20,-73,-0.18,9367,37.47,74
554,Entry short,2024-07-11 06:50,S|ORB|or:50|pd:23|on:botBreak|gap:+0.8|ent:close|risk:66.5|rr:0|n:1|h:9|m:50|dow:5,20836,1,41672,810,1.94,2,918.5,2.20,-73,-0.18,9367,37.47,74
555,Exit long,2024-07-12 13:00,time,20530,1,40990.5,67.5,0.16,2,490.5,1.20,-13,-0.03,9434.5,37.74,75
555,Entry long,2024-07-12 06:45,L|ORB|or:52.5|pd:10|on:topBreak|gap:+13.8|ent:close|risk:70.25|rr:0|n:1|h:9|m:45|dow:6,20495.25,1,40990.5,67.5,0.16,2,490.5,1.20,-13,-0.03,9434.5,37.74,75
556,Exit long,2024-07-15 10:00,SL,20594.75,1,41363,-175.5,-0.42,2,229,0.55,-174.5,-0.42,9259,37.04,31
556,Entry long,2024-07-15 07:25,L|ORB|or:70|pd:22|on:topBreak|gap:+69.8|ent:close|risk:86.25|rr:0|n:1|h:10|m:25|dow:2,20681.5,1,41363,-175.5,-0.42,2,229,0.55,-174.5,-0.42,9259,37.04,31
557,Exit short,2024-07-16 13:00,time,20590.5,1,41204,21,0.05,2,275,0.67,-68,-0.17,9280,37.12,75
557,Entry short,2024-07-16 06:45,S|ORB|or:54|pd:19|on:topBreak|gap:+55.8|ent:close|risk:82.25|rr:0|n:1|h:9|m:45|dow:3,20602,1,41204,21,0.05,2,275,0.67,-68,-0.17,9280,37.12,75
558,Exit short,2024-07-17 13:00,time,20000.25,1,40310,307.5,0.76,2,377.5,0.94,-50,-0.12,9587.5,38.35,72
558,Entry short,2024-07-17 07:00,S|ORB|or:71|pd:32|on:botBreak|gap:-339.8|ent:close|risk:126.75|rr:0|n:1|h:10|m:0|dow:4,20155,1,40310,307.5,0.76,2,377.5,0.94,-50,-0.12,9587.5,38.35,72
559,Exit long,2024-07-22 08:15,SL,19881.5,1,40042.5,-281.5,-0.70,2,10,0.02,-280.5,-0.70,9306,37.22,18
559,Entry long,2024-07-22 06:45,L|ORB|or:97|pd:30|on:topBreak|gap:+242.3|ent:close|risk:139.25|rr:0|n:1|h:9|m:45|dow:2,20021.25,1,40042.5,-281.5,-0.70,2,10,0.02,-280.5,-0.70,9306,37.22,18
560,Exit long,2024-07-23 09:55,SL,19932.5,1,40105.5,-242.5,-0.60,2,63.5,0.16,-241.5,-0.60,9063.5,36.25,21
560,Entry long,2024-07-23 08:10,L|ORB|or:100.5|pd:43|on:topBreak|gap:-40.3|ent:close|risk:119.75|rr:0|n:1|h:11|m:10|dow:3,20052.75,1,40105.5,-242.5,-0.60,2,63.5,0.16,-241.5,-0.60,9063.5,36.25,21
561,Exit short,2024-07-24 13:00,time,19208.5,1,38990,571,1.46,2,656,1.68,-54.5,-0.14,9634.5,38.54,72
561,Entry short,2024-07-24 07:00,S|ORB|or:128|pd:71|on:botBreak|gap:-284.5|ent:close|risk:160.25|rr:0|n:1|h:10|m:0|dow:4,19495,1,38990,571,1.46,2,656,1.68,-54.5,-0.14,9634.5,38.54,72
562,Exit short,2024-07-30 13:00,time,18746.5,1,38459,964,2.51,2,1004.5,2.61,-32,-0.08,10598.5,42.39,74
562,Entry short,2024-07-30 06:50,S|ORB|or:64|pd:24|on:topBreak|gap:+78.3|ent:close|risk:90|rr:0|n:1|h:9|m:50|dow:3,19229.5,1,38459,964,2.51,2,1004.5,2.61,-32,-0.08,10598.5,42.39,74
563,Exit long,2024-07-31 13:00,time,19540.75,1,38889,190.5,0.49,2,267.5,0.69,-201.5,-0.52,10789,43.16,71
563,Entry long,2024-07-31 07:05,L|ORB|or:101.5|pd:20|on:topBreak|gap:+431.8|ent:close|risk:134.25|rr:0|n:1|h:10|m:5|dow:4,19444.5,1,38889,190.5,0.49,2,267.5,0.69,-201.5,-0.52,10789,43.16,71
564,Exit long,2024-08-06 13:00,time,18133.5,1,36443,-178,-0.49,2,522,1.43,-196,-0.54,10611,42.44,71
564,Entry long,2024-08-06 07:05,L|ORB|or:203|pd:26|on:botBreak|gap:+56.8|ent:close|risk:251|rr:0|n:1|h:10|m:5|dow:3,18221.5,1,36443,-178,-0.49,2,522,1.43,-196,-0.54,10611,42.44,71
565,Exit long,2024-08-13 13:00,time,19106.75,1,37825.5,386,1.02,2,399,1.05,-115,-0.30,10997,43.99,72
565,Entry long,2024-08-13 07:00,L|ORB|or:75.5|pd:31|on:topBreak|gap:+177.3|ent:close|risk:97.25|rr:0|n:1|h:10|m:0|dow:3,18912.75,1,37825.5,386,1.02,2,399,1.05,-115,-0.30,10997,43.99,72
566,Exit short,2024-08-14 08:50,SL,19175.75,1,38046,-307.5,-0.81,2,194,0.51,-306.5,-0.81,10689.5,42.76,21
566,Entry short,2024-08-14 07:05,S|ORB|or:131.5|pd:44|on:topBreak|gap:+35.8|ent:close|risk:152.25|rr:0|n:1|h:10|m:5|dow:4,19023,1,38046,-307.5,-0.81,2,194,0.51,-306.5,-0.81,10689.5,42.76,21
567,Exit long,2024-08-15 13:00,time,19565.25,1,38818,310.5,0.80,2,388,1.00,-13.5,-0.03,11000,44.00,75
567,Entry long,2024-08-15 06:45,L|ORB|or:59.5|pd:21|on:topBreak|gap:+244.3|ent:close|risk:73|rr:0|n:1|h:9|m:45|dow:5,19409,1,38818,310.5,0.80,2,388,1.00,-13.5,-0.03,11000,44.00,75
568,Exit short,2024-08-22 13:00,time,19610.5,1,39921.5,698.5,1.75,2,836.5,2.10,-24,-0.06,11698.5,46.79,72
568,Entry short,2024-08-22 07:00,S|ORB|or:55.8|pd:26|on:topBreak|gap:+92|ent:close|risk:65.25|rr:0|n:1|h:10|m:0|dow:5,19960.75,1,39921.5,698.5,1.75,2,836.5,2.10,-24,-0.06,11698.5,46.79,72
569,Exit long,2024-08-27 13:00,time,19660,1,39117,201,0.51,2,271,0.69,-12.5,-0.03,11899.5,47.60,71
569,Entry long,2024-08-27 07:05,L|ORB|or:84.8|pd:29|on:botBreak|gap:-69.8|ent:close|risk:104.25|rr:0|n:1|h:10|m:5|dow:3,19558.5,1,39117,201,0.51,2,271,0.69,-12.5,-0.03,11899.5,47.60,71
570,Exit long,2024-08-29 11:30,SL,19477.25,1,39288.5,-336,-0.86,2,94.5,0.24,-335,-0.85,11563.5,46.25,55
570,Entry long,2024-08-29 06:55,L|ORB|or:132|pd:35|on:topBreak|gap:+76|ent:close|risk:166.5|rr:0|n:1|h:9|m:55|dow:5,19644.25,1,39288.5,-336,-0.86,2,94.5,0.24,-335,-0.85,11563.5,46.25,55
571,Exit long,2024-08-30 07:55,SL,19512.25,1,39182.5,-160,-0.41,2,72.5,0.19,-159,-0.41,11403.5,45.61,12
571,Entry long,2024-08-30 06:55,L|ORB|or:64|pd:18|on:topBreak|gap:+166|ent:close|risk:78.5|rr:0|n:1|h:9|m:55|dow:6,19591.25,1,39182.5,-160,-0.41,2,72.5,0.19,-159,-0.41,11403.5,45.61,12
572,Exit short,2024-09-02 07:35,SL,19644.75,1,39216,-75.5,-0.19,2,39.5,0.10,-74.5,-0.19,11328,45.31,6
572,Entry short,2024-09-02 07:05,S|ORB|or:30|pd:11|on:topBreak|gap:+8.5|ent:close|risk:36.25|rr:0|n:1|h:10|m:5|dow:2,19608,1,39216,-75.5,-0.19,2,39.5,0.10,-74.5,-0.19,11328,45.31,6
573,Exit short,2024-09-03 13:00,time,19032.5,1,38672.5,605.5,1.57,2,849.5,2.20,-36.5,-0.09,11933.5,47.73,72
573,Entry short,2024-09-03 07:00,S|ORB|or:125.8|pd:153|on:botBreak|gap:-169|ent:close|risk:147.25|rr:0|n:1|h:10|m:0|dow:3,19336.25,1,38672.5,605.5,1.57,2,849.5,2.20,-36.5,-0.09,11933.5,47.73,72
574,Exit long,2024-09-05 08:25,SL,18884,1,38169.5,-403.5,-1.06,2,130,0.34,-402.5,-1.05,11530,46.12,17
574,Entry long,2024-09-05 07:00,L|ORB|or:148.3|pd:53|on:topBreak|gap:-70.8|ent:close|risk:200.25|rr:0|n:1|h:10|m:0|dow:5,19084.75,1,38169.5,-403.5,-1.06,2,130,0.34,-402.5,-1.05,11530,46.12,17
575,Exit long,2024-09-09 07:30,SL,18604.25,1,37375.5,-169,-0.45,2,64.5,0.17,-168,-0.45,11361,45.44,7
575,Entry long,2024-09-09 06:55,L|ORB|or:70|pd:13|on:topBreak|gap:+170.5|ent:close|risk:83|rr:0|n:1|h:9|m:55|dow:2,18687.75,1,37375.5,-169,-0.45,2,64.5,0.17,-168,-0.45,11361,45.44,7
576,Exit long,2024-09-12 13:00,time,19448.25,1,38622.5,272,0.70,2,343,0.89,-130,-0.34,11633,46.53,70
576,Entry long,2024-09-12 07:10,L|ORB|or:79.5|pd:11|on:botBreak|gap:+4.3|ent:close|risk:101.5|rr:0|n:1|h:10|m:10|dow:5,19311.25,1,38622.5,272,0.70,2,343,0.89,-130,-0.34,11633,46.53,70
577,Exit long,2024-09-13 13:00,time,19509.75,1,39044.5,-27,-0.07,2,108.5,0.28,-219.5,-0.56,11606,46.42,68
577,Entry long,2024-09-13 07:20,L|ORB|or:107|pd:36|on:topBreak|gap:-42.5|ent:close|risk:126.5|rr:0|n:1|h:10|m:20|dow:6,19522.25,1,39044.5,-27,-0.07,2,108.5,0.28,-219.5,-0.56,11606,46.42,68
578,Exit short,2024-09-17 07:45,SL,19829.5,1,39456.5,-204.5,-0.52,2,2.5,0.01,-203.5,-0.52,11401.5,45.61,11
578,Entry short,2024-09-17 06:50,S|ORB|or:72.3|pd:44|on:topBreak|gap:+357.3|ent:close|risk:100.75|rr:0|n:1|h:9|m:50|dow:3,19728.25,1,39456.5,-204.5,-0.52,2,2.5,0.01,-203.5,-0.52,11401.5,45.61,11
579,Exit long,2024-09-19 13:00,time,20073.25,1,40171,-26.5,-0.07,2,234,0.58,-74,-0.18,11375,45.50,69
579,Entry long,2024-09-19 07:15,L|ORB|or:69.5|pd:21|on:topBreak|gap:+468.8|ent:close|risk:82|rr:0|n:1|h:10|m:15|dow:5,20085.5,1,40171,-26.5,-0.07,2,234,0.58,-74,-0.18,11375,45.50,69
