family,side,entry_time,sweep_t,inv_t,pnl,R,sgn,sweep_delta,sweep_cum,sweep_div,entry_delta,stack,absorption,year
IFVG-1m,L,2021-07-07 10:46:00-04:00,2021-07-07 10:07:00-04:00,2021-07-07 10:46:00-04:00,114.0,1.982608695652174,1,-209.0,-2847.0,-0.014259581302627191,406.0,2.0,37.28358208955224,2021
IFVG-1m,L,2021-07-15 09:41:00-04:00,2021-07-15 09:31:00-04:00,2021-07-15 09:41:00-04:00,-59.5,-1.0530973451327434,1,-769.0,-1079.0,-0.09425673964353737,282.0,5.0,44.48148148148148,2021
IFVG-1m,L,2021-07-15 10:31:00-04:00,2021-07-15 10:28:00-04:00,2021-07-15 10:31:00-04:00,-74.0,-1.0422535211267605,1,-1032.0,-3929.0,-0.016173904672709814,107.0,3.0,33.666666666666664,2021
IFVG-1m,S,2021-07-19 09:49:00-04:00,2021-07-19 09:44:00-04:00,2021-07-19 09:49:00-04:00,-76.5,-1.0408163265306123,-1,-178.0,-142.0,-0.024080211086466085,315.0,3.0,35.528301886792455,2021
IFVG-1m,S,2021-07-23 09:51:00-04:00,2021-07-23 09:30:00-04:00,2021-07-23 09:51:00-04:00,-47.5,-1.0674157303370786,-1,302.0,302.0,-0.01761660056576684,-26.0,1.0,47.61290322580645,2021
IFVG-1m,S,2021-07-28 10:40:00-04:00,2021-07-28 10:10:00-04:00,2021-07-28 10:40:00-04:00,65.5,1.0737704918032789,-1,-489.0,-2531.0,-0.04209880293879145,14.0,3.0,25.27777777777778,2021
IFVG-1m,S,2021-08-12 09:30:00-04:00,2021-08-12 09:25:00-04:00,2021-08-12 09:30:00-04:00,78.0,2.888888888888889,-1,,,,211.0,3.0,48.1875,2021
IFVG-1m,S,2021-08-20 10:22:00-04:00,2021-08-20 09:28:00-04:00,2021-08-20 10:22:00-04:00,-25.5,-1.1333333333333333,-1,,,,-5.0,0.0,49.7,2021
IFVG-1m,L,2021-09-02 10:44:00-04:00,2021-09-02 10:15:00-04:00,2021-09-02 10:44:00-04:00,-17.0,-0.3777777777777777,1,-121.0,-2168.0,0.002021901758915163,348.0,2.0,30.0,2021
IFVG-1m,S,2021-09-13 10:36:00-04:00,2021-09-13 10:33:00-04:00,2021-09-13 10:36:00-04:00,-52.0,-1.0612244897959184,-1,-199.0,373.0,-0.0019963544312403356,82.0,5.0,15.568627450980392,2021
IFVG-1m,S,2021-09-14 10:48:00-04:00,2021-09-14 10:20:00-04:00,2021-09-14 10:48:00-04:00,-92.5,-1.0335195530726258,-1,-183.0,-534.0,-0.04642737395957591,82.0,2.0,7.764705882352941,2021
IFVG-1m,L,2021-09-16 09:57:00-04:00,2021-09-16 09:30:00-04:00,2021-09-16 09:57:00-04:00,-55.0,-1.0576923076923077,1,-543.0,-543.0,-0.05382621603267111,272.0,2.0,33.411764705882355,2021
IFVG-1m,S,2021-10-05 10:24:00-04:00,2021-10-05 09:31:00-04:00,2021-10-05 10:24:00-04:00,-49.0,-1.065217391304348,-1,-251.0,-677.0,0.0466447242099042,466.0,7.0,19.06024096385542,2021
IFVG-1m,L,2021-11-08 10:05:00-05:00,2021-11-08 09:53:00-05:00,2021-11-08 10:05:00-05:00,-66.0,-1.0476190476190477,1,-381.0,-1316.0,-0.05158839240100345,444.0,9.0,23.28,2021
IFVG-1m,S,2021-12-02 09:50:00-05:00,2021-12-02 09:01:00-05:00,2021-12-02 09:50:00-05:00,-96.0,-1.032258064516129,-1,,,,23.0,2.0,21.486486486486488,2021
IFVG-1m,L,2021-12-10 09:30:00-05:00,2021-12-10 08:56:00-05:00,2021-12-10 09:30:00-05:00,-22.5,-1.1538461538461535,1,,,,34.0,1.0,30.44859813084112,2021
IFVG-1m,L,2021-12-16 09:45:00-05:00,2021-12-16 09:37:00-05:00,2021-12-16 09:45:00-05:00,-106.5,-1.0289855072463767,1,-273.0,-230.0,-0.026193085562548717,422.0,5.0,24.9811320754717,2021
IFVG-1m,S,2021-12-22 09:50:00-05:00,2021-12-22 09:05:00-05:00,2021-12-22 09:50:00-05:00,-55.0,-1.0576923076923077,-1,,,,2.0,2.0,49.11864406779661,2021
IFVG-1m,S,2021-12-23 10:16:00-05:00,2021-12-23 09:59:00-05:00,2021-12-23 10:16:00-05:00,-29.5,-1.1132075471698113,-1,-127.0,193.0,0.008121246554558908,221.0,4.0,31.941176470588236,2021
IFVG-1m,S,2021-12-23 10:31:00-05:00,2021-12-23 10:21:00-05:00,2021-12-23 10:31:00-05:00,-39.0,-1.0833333333333333,-1,-77.0,312.0,0.02369084199985063,212.0,4.0,18.59375,2021
IFVG-1m,S,2022-01-06 09:38:00-05:00,2022-01-06 09:21:00-05:00,2022-01-06 09:38:00-05:00,-65.5,-1.048,-1,,,,222.0,2.0,33.05,2022
IFVG-1m,L,2022-01-12 09:31:00-05:00,2022-01-12 09:30:00-05:00,2022-01-12 09:31:00-05:00,-77.0,-1.0405405405405406,1,-16.0,-16.0,-0.07026259571020246,581.0,4.0,27.854430379746834,2022
IFVG-1m,L,2022-01-13 10:56:00-05:00,2022-01-13 10:50:00-05:00,2022-01-13 10:56:00-05:00,69.5,0.9084967320261438,1,-538.0,-3343.0,0.015562442647347133,520.0,6.0,25.270588235294117,2022
IFVG-1m,L,2022-01-19 10:52:00-05:00,2022-01-19 10:47:00-05:00,2022-01-19 10:52:00-05:00,-81.0,-1.0384615384615383,1,-248.0,-2159.0,0.045599690250797804,-28.0,2.0,29.975,2022
IFVG-1m,L,2022-01-20 10:24:00-05:00,2022-01-20 10:18:00-05:00,2022-01-20 10:24:00-05:00,52.0,0.6842105263157895,1,-568.0,1005.0,0.014079535949290739,323.0,4.0,19.137931034482758,2022
IFVG-1m,S,2022-01-21 09:35:00-05:00,2022-01-21 09:34:00-05:00,2022-01-21 09:35:00-05:00,196.5,2.954887218045113,-1,-187.0,-2224.0,-0.054064834164184984,248.0,3.0,27.228915662650603,2022
IFVG-1m,S,2022-01-27 09:31:00-05:00,2022-01-27 08:10:00-05:00,2022-01-27 09:31:00-05:00,-74.0,-1.0422535211267605,-1,,,,574.0,2.0,41.63478260869565,2022
IFVG-1m,L,2022-02-02 09:34:00-05:00,2022-02-02 09:32:00-05:00,2022-02-02 09:34:00-05:00,-71.5,-1.0437956204379562,1,-407.0,-966.0,-0.06556398159358393,128.0,3.0,25.40277777777778,2022
IFVG-1m,L,2022-02-11 10:02:00-05:00,2022-02-11 09:58:00-05:00,2022-02-11 10:02:00-05:00,-92.5,-1.0335195530726258,1,-155.0,-527.0,0.006182882955142952,187.0,3.0,15.660869565217391,2022
IFVG-1m,L,2022-02-16 10:12:00-05:00,2022-02-16 09:30:00-05:00,2022-02-16 10:12:00-05:00,45.5,0.4252336448598131,1,-431.0,-431.0,-0.17940752048124328,243.0,5.0,16.740384615384617,2022
IFVG-1m,L,2022-03-10 10:47:00-05:00,2022-03-10 10:33:00-05:00,2022-03-10 10:47:00-05:00,-84.5,-1.0368098159509205,1,-405.0,-2698.0,-0.05103828127720279,288.0,3.0,11.367647058823529,2022
IFVG-1m,S,2022-03-14 10:04:00-04:00,2022-03-14 09:44:00-04:00,2022-03-14 10:04:00-04:00,-145.0,-1.0211267605633805,-1,-88.0,-860.0,-0.10158126370104975,97.0,2.0,6.217741935483871,2022
IFVG-1m,L,2022-03-21 10:46:00-04:00,2022-03-21 09:54:00-04:00,2022-03-21 10:46:00-04:00,297.0,2.347826086956522,1,-152.0,-1062.0,-0.007227922041524788,129.0,2.0,12.457446808510639,2022
IFVG-1m,L,2022-04-21 10:15:00-04:00,2022-04-21 10:13:00-04:00,2022-04-21 10:15:00-04:00,-56.5,-1.0560747663551402,1,-495.0,-1005.0,0.012391126173606508,90.0,4.0,18.236363636363638,2022
IFVG-1m,L,2022-04-27 10:19:00-04:00,2022-04-27 10:17:00-04:00,2022-04-27 10:19:00-04:00,-73.0,-1.042857142857143,1,-481.0,525.0,0.007473724605251711,483.0,2.0,22.575,2022
IFVG-1m,S,2022-05-02 09:45:00-04:00,2022-05-02 09:43:00-04:00,2022-05-02 09:45:00-04:00,-120.0,-1.0256410256410255,-1,41.0,65.0,-0.002594570105898651,464.0,3.0,26.297435897435896,2022
IFVG-1m,S,2022-05-02 09:59:00-04:00,2022-05-02 09:57:00-04:00,2022-05-02 09:59:00-04:00,-92.5,-1.0335195530726258,-1,-283.0,-223.0,0.007444681240586891,199.0,4.0,9.451127819548873,2022
IFVG-1m,L,2022-05-03 09:50:00-04:00,2022-05-03 09:37:00-04:00,2022-05-03 09:50:00-04:00,178.0,1.8638743455497384,1,-183.0,-870.0,0.0094874460077644,479.0,10.0,17.04830917874396,2022
IFVG-1m,S,2022-05-18 10:09:00-04:00,2022-05-18 10:06:00-04:00,2022-05-18 10:09:00-04:00,-73.0,-1.042857142857143,-1,-52.0,-1075.0,-0.026710258821098586,200.0,3.0,14.202247191011235,2022
IFVG-1m,S,2022-05-19 10:25:00-04:00,2022-05-19 10:03:00-04:00,2022-05-19 10:25:00-04:00,-106.5,-1.0289855072463767,-1,-252.0,-309.0,-0.0005060440160035854,109.0,3.0,15.52892561983471,2022
IFVG-1m,L,2022-05-23 10:05:00-04:00,2022-05-23 09:30:00-04:00,2022-05-23 10:05:00-04:00,228.0,2.961038961038961,1,351.0,351.0,0.07659095262142174,133.0,2.0,18.021897810218977,2022
IFVG-1m,L,2022-05-24 09:51:00-04:00,2022-05-24 09:42:00-04:00,2022-05-24 09:51:00-04:00,-59.5,-1.0530973451327434,1,-328.0,-941.0,0.02472311125075135,345.0,4.0,28.541666666666668,2022
IFVG-1m,L,2022-06-03 09:31:00-04:00,2022-06-03 06:15:00-04:00,2022-06-03 09:31:00-04:00,-93.5,-1.033149171270718,1,,,,-108.0,3.0,26.11049723756906,2022
IFVG-1m,S,2022-06-09 10:00:00-04:00,2022-06-09 09:54:00-04:00,2022-06-09 10:00:00-04:00,-77.5,-1.0402684563758389,-1,151.0,-1012.0,0.0021211599911891126,125.0,2.0,16.045454545454547,2022
IFVG-1m,S,2022-07-05 10:17:00-04:00,2022-07-05 10:11:00-04:00,2022-07-05 10:17:00-04:00,-55.5,-1.0571428571428572,-1,-295.0,-2182.0,-0.013711018126544863,219.0,1.0,23.743243243243242,2022
IFVG-1m,S,2022-07-05 10:44:00-04:00,2022-07-05 10:37:00-04:00,2022-07-05 10:44:00-04:00,-37.0,-0.3318385650224215,-1,-542.0,-1290.0,0.005598744290594429,331.0,3.0,21.955357142857142,2022
IFVG-1m,L,2022-07-26 10:02:00-04:00,2022-07-26 08:50:00-04:00,2022-07-26 10:02:00-04:00,-74.5,-1.041958041958042,1,,,,213.0,3.0,21.528735632183906,2022
IFVG-1m,L,2022-08-08 10:36:00-04:00,2022-08-08 10:15:00-04:00,2022-08-08 10:36:00-04:00,-75.0,-1.0416666666666667,1,-110.0,2785.0,0.0023405527115997263,502.0,5.0,16.75409836065574,2022
IFVG-1m,S,2022-08-12 09:56:00-04:00,2022-08-12 09:13:00-04:00,2022-08-12 09:56:00-04:00,-81.5,-1.038216560509554,-1,,,,169.0,7.0,16.36231884057971,2022
IFVG-1m,S,2022-08-12 10:20:00-04:00,2022-08-12 10:10:00-04:00,2022-08-12 10:20:00-04:00,88.5,2.901639344262295,-1,-688.0,-702.0,-0.018043679116044424,244.0,9.0,27.88095238095238,2022
IFVG-1m,L,2022-08-17 09:44:00-04:00,2022-08-17 09:41:00-04:00,2022-08-17 09:44:00-04:00,97.5,2.91044776119403,1,-143.0,-509.0,-0.03948438069676815,229.0,4.0,32.046875,2022
IFVG-1m,L,2022-09-13 09:39:00-04:00,2022-09-13 08:16:00-04:00,2022-09-13 09:39:00-04:00,-64.0,-1.0491803278688523,1,,,,5.0,1.0,13.464912280701755,2022
IFVG-1m,L,2022-10-05 09:56:00-04:00,2022-10-05 09:40:00-04:00,2022-10-05 09:56:00-04:00,-71.5,-1.0437956204379562,1,-410.0,-2330.0,-0.04069211045515019,201.0,2.0,18.381818181818183,2022
IFVG-1m,S,2022-10-26 09:54:00-04:00,2022-10-26 09:48:00-04:00,2022-10-26 09:54:00-04:00,-69.0,-1.0454545454545454,-1,-576.0,-1128.0,-0.0004400131584395596,168.0,4.0,23.15,2022
IFVG-1m,L,2022-12-06 09:48:00-05:00,2022-12-06 09:31:00-05:00,2022-12-06 09:48:00-05:00,-44.5,-1.072289156626506,1,-101.0,81.0,0.005964014437325952,214.0,1.0,37.13846153846154,2022
IFVG-1m,S,2023-01-25 10:32:00-05:00,2023-01-25 10:31:00-05:00,2023-01-25 10:32:00-05:00,-54.0,-1.0588235294117647,-1,-551.0,-2380.0,-0.007330501482776738,368.0,2.0,24.13157894736842,2023
IFVG-1m,S,2023-02-16 09:42:00-05:00,2023-02-16 09:40:00-05:00,2023-02-16 09:42:00-05:00,-60.0,-1.0526315789473684,-1,-253.0,-2144.0,-0.06719224533331566,205.0,4.0,24.68695652173913,2023
IFVG-1m,L,2023-04-11 09:45:00-04:00,2023-04-11 09:31:00-04:00,2023-04-11 09:45:00-04:00,-38.5,-1.0845070422535212,1,-171.0,-73.0,0.049291867045964596,196.0,2.0,47.81818181818182,2023
IFVG-1m,S,2023-04-13 10:45:00-04:00,2023-04-13 09:31:00-04:00,2023-04-13 10:45:00-04:00,-71.0,-1.0441176470588236,-1,161.0,202.0,0.051296515066849735,241.0,4.0,16.056603773584907,2023
IFVG-1m,L,2023-04-28 09:46:00-04:00,2023-04-28 09:41:00-04:00,2023-04-28 09:46:00-04:00,147.0,2.94,1,-449.0,-941.0,-0.07390599639610307,-41.0,2.0,46.66101694915254,2023
IFVG-1m,L,2023-05-02 10:26:00-04:00,2023-05-02 09:15:00-04:00,2023-05-02 10:26:00-04:00,-53.0,-1.06,1,,,,401.0,5.0,43.527027027027025,2023
IFVG-1m,S,2023-05-04 10:37:00-04:00,2023-05-04 10:08:00-04:00,2023-05-04 10:37:00-04:00,-90.5,-1.0342857142857145,-1,-6.0,-1294.0,-0.014303407614865288,286.0,3.0,30.96551724137931,2023
IFVG-1m,L,2023-06-08 09:30:00-04:00,2023-06-08 09:27:00-04:00,2023-06-08 09:30:00-04:00,-36.0,-1.0909090909090908,1,,,,228.0,1.0,67.17073170731707,2023
IFVG-1m,S,2023-06-08 10:18:00-04:00,2023-06-08 09:31:00-04:00,2023-06-08 10:18:00-04:00,-47.5,-1.0674157303370786,-1,-560.0,-788.0,-0.01834191526831233,605.0,7.0,34.75806451612903,2023
IFVG-1m,L,2023-06-20 09:30:00-04:00,2023-06-20 09:14:00-04:00,2023-06-20 09:30:00-04:00,123.0,2.9285714285714284,1,,,,43.0,1.0,66.59036144578313,2023
IFVG-1m,L,2023-06-27 10:14:00-04:00,2023-06-27 10:12:00-04:00,2023-06-27 10:14:00-04:00,129.0,2.9318181818181817,1,-352.0,-2926.0,0.005200501504798123,490.0,3.0,36.31428571428572,2023
IFVG-1m,L,2023-08-04 10:23:00-04:00,2023-08-04 10:06:00-04:00,2023-08-04 10:23:00-04:00,211.5,1.4842105263157894,1,-299.0,-1470.0,0.022379937794468646,23.0,1.0,33.44736842105263,2023
IFVG-1m,L,2023-08-28 09:54:00-04:00,2023-08-28 09:52:00-04:00,2023-08-28 09:54:00-04:00,-71.5,-1.0437956204379562,1,-277.0,-1232.0,-0.04573824962430205,123.0,4.0,30.671232876712327,2023
IFVG-1m,L,2023-09-11 09:49:00-04:00,2023-09-11 09:46:00-04:00,2023-09-11 09:49:00-04:00,-50.5,-1.063157894736842,1,-529.0,-1926.0,0.014394188666605946,278.0,3.0,18.023255813953487,2023
IFVG-1m,L,2023-09-11 10:34:00-04:00,2023-09-11 10:12:00-04:00,2023-09-11 10:34:00-04:00,22.0,0.6027397260273972,1,-259.0,-1676.0,0.09251656471607261,-37.0,1.0,17.041666666666668,2023
IFVG-1m,S,2023-09-12 10:00:00-04:00,2023-09-12 09:57:00-04:00,2023-09-12 10:00:00-04:00,126.0,2.9302325581395348,-1,-86.0,-1695.0,-0.09511084849712517,64.0,2.0,10.78125,2023
IFVG-1m,L,2023-09-15 10:16:00-04:00,2023-09-15 09:43:00-04:00,2023-09-15 10:16:00-04:00,-54.5,-1.058252427184466,1,-108.0,-1947.0,-0.0453824129274064,278.0,7.0,43.58730158730159,2023
IFVG-1m,S,2023-10-24 10:40:00-04:00,2023-10-24 10:37:00-04:00,2023-10-24 10:40:00-04:00,-48.0,-1.0666666666666669,-1,-393.0,-1399.0,-0.0031161683122842296,196.0,2.0,30.19277108433735,2023
IFVG-1m,L,2023-10-26 09:42:00-04:00,2023-10-26 09:39:00-04:00,2023-10-26 09:42:00-04:00,-92.5,-1.0335195530726258,1,-554.0,-193.0,0.018673715039229453,558.0,4.0,39.63076923076923,2023
IFVG-1m,L,2023-10-30 10:45:00-04:00,2023-10-30 10:43:00-04:00,2023-10-30 10:45:00-04:00,117.0,2.0707964601769913,1,-321.0,603.0,0.016227343673175392,635.0,14.0,41.54761904761905,2023
IFVG-1m,L,2023-11-08 10:08:00-05:00,2023-11-08 10:03:00-05:00,2023-11-08 10:08:00-05:00,-59.0,-1.0535714285714286,1,-482.0,-864.0,0.024395983425419536,112.0,3.0,42.04347826086956,2023
IFVG-1m,L,2023-11-08 10:42:00-05:00,2023-11-08 10:40:00-05:00,2023-11-08 10:42:00-05:00,-44.0,-1.0731707317073171,1,-211.0,-1877.0,0.015887005026027252,237.0,4.0,27.406779661016948,2023
IFVG-1m,L,2023-11-13 09:58:00-05:00,2023-11-13 09:35:00-05:00,2023-11-13 09:58:00-05:00,154.5,2.942857142857143,1,124.0,-1540.0,-0.0731568613645731,102.0,6.0,54.92307692307692,2023
IFVG-1m,L,2023-11-20 10:28:00-05:00,2023-11-20 10:23:00-05:00,2023-11-20 10:28:00-05:00,100.5,2.0510204081632653,1,-944.0,-108.0,-0.031141059607866464,224.0,1.0,32.48888888888889,2023
IFVG-1m,S,2023-12-15 09:38:00-05:00,2023-12-15 09:36:00-05:00,2023-12-15 09:38:00-05:00,-45.5,-1.0705882352941176,-1,-565.0,-1225.0,-0.11934709880526004,206.0,2.0,33.83838383838384,2023
IFVG-1m,L,2024-01-12 10:44:00-05:00,2024-01-12 10:19:00-05:00,2024-01-12 10:44:00-05:00,-72.0,-1.0434782608695652,1,-165.0,-2089.0,-0.003383180612099355,297.0,5.0,21.884615384615383,2024
IFVG-1m,L,2024-01-18 10:22:00-05:00,2024-01-18 10:02:00-05:00,2024-01-18 10:22:00-05:00,99.5,1.1845238095238095,1,-573.0,-1558.0,-0.046860134627526834,127.0,3.0,26.566265060240966,2024
IFVG-1m,L,2024-01-22 10:33:00-05:00,2024-01-22 10:30:00-05:00,2024-01-22 10:33:00-05:00,-61.5,-1.051282051282051,1,-517.0,-2659.0,-0.04086266585333413,325.0,2.0,41.666666666666664,2024
IFVG-1m,L,2024-01-24 10:06:00-05:00,2024-01-24 09:39:00-05:00,2024-01-24 10:06:00-05:00,147.0,2.94,1,-574.0,-1868.0,-0.055157558735358464,274.0,3.0,43.31818181818182,2024
IFVG-1m,L,2024-02-02 10:34:00-05:00,2024-02-02 10:32:00-05:00,2024-02-02 10:34:00-05:00,223.5,2.9602649006622515,1,-360.0,2203.0,-0.010704705191672768,449.0,9.0,19.39814814814815,2024
IFVG-1m,S,2024-02-13 10:09:00-05:00,2024-02-13 09:54:00-05:00,2024-02-13 10:09:00-05:00,-68.0,-1.0461538461538462,-1,-534.0,-966.0,-0.05124996790994872,165.0,4.0,34.982142857142854,2024
IFVG-1m,S,2024-02-13 10:32:00-05:00,2024-02-13 10:21:00-05:00,2024-02-13 10:32:00-05:00,-38.5,-1.0845070422535212,-1,-164.0,-1405.0,-0.028709600649410486,249.0,3.0,38.80263157894737,2024
IFVG-1m,L,2024-02-16 10:59:00-05:00,2024-02-16 10:56:00-05:00,2024-02-16 10:59:00-05:00,142.5,2.938144329896907,1,128.0,394.0,0.01348193316554731,26.0,1.0,22.73170731707317,2024
IFVG-1m,L,2024-02-23 10:02:00-05:00,2024-02-23 10:01:00-05:00,2024-02-23 10:02:00-05:00,-65.5,-1.048,1,197.0,122.0,-0.0073428239896014295,351.0,4.0,43.666666666666664,2024
IFVG-1m,L,2024-02-29 10:57:00-05:00,2024-02-29 10:55:00-05:00,2024-02-29 10:57:00-05:00,-42.0,-1.0769230769230769,1,-172.0,-2178.0,0.01073074206654998,118.0,1.0,25.804878048780488,2024
IFVG-1m,S,2024-03-07 09:38:00-05:00,2024-03-07 05:55:00-05:00,2024-03-07 09:38:00-05:00,99.0,2.911764705882353,-1,,,,281.0,3.0,44.63513513513514,2024
IFVG-1m,L,2024-03-14 10:03:00-04:00,2024-03-14 10:00:00-04:00,2024-03-14 10:03:00-04:00,118.5,1.5490196078431373,1,-440.0,-3539.0,0.011226838533490803,310.0,4.0,31.36283185840708,2024
IFVG-1m,L,2024-03-21 10:12:00-04:00,2024-03-21 09:54:00-04:00,2024-03-21 10:12:00-04:00,-75.0,-1.0416666666666667,1,-96.0,840.0,-0.003493677000589548,119.0,2.0,24.209302325581394,2024
IFVG-1m,L,2024-03-21 10:43:00-04:00,2024-03-21 10:41:00-04:00,2024-03-21 10:43:00-04:00,-56.5,-1.0560747663551402,1,83.0,-336.0,-0.00976047577482204,153.0,2.0,48.52272727272727,2024
IFVG-1m,S,2024-03-25 10:24:00-04:00,2024-03-25 09:51:00-04:00,2024-03-25 10:24:00-04:00,-50.0,-1.0638297872340423,-1,-419.0,-895.0,-0.025985628044566347,287.0,4.0,30.441860465116278,2024
IFVG-1m,L,2024-04-04 10:28:00-04:00,2024-04-04 09:25:00-04:00,2024-04-04 10:28:00-04:00,-52.5,-1.0606060606060606,1,,,,191.0,3.0,35.60526315789474,2024
IFVG-1m,L,2024-04-09 10:45:00-04:00,2024-04-09 09:35:00-04:00,2024-04-09 10:45:00-04:00,-84.5,-1.0368098159509205,1,245.0,-653.0,0.025866883768886153,598.0,3.0,40.285714285714285,2024
IFVG-1m,S,2024-04-26 09:40:00-04:00,2024-04-26 09:39:00-04:00,2024-04-26 09:40:00-04:00,-82.5,-1.0377358490566038,-1,-614.0,-483.0,0.06515786284262967,560.0,8.0,28.79245283018868,2024
IFVG-1m,L,2024-05-21 09:50:00-04:00,2024-05-21 09:18:00-04:00,2024-05-21 09:50:00-04:00,82.5,1.6666666666666667,1,,,,277.0,4.0,49.0,2024
IFVG-1m,L,2024-05-24 09:41:00-04:00,2024-05-24 09:30:00-04:00,2024-05-24 09:41:00-04:00,-43.5,-1.0740740740740742,1,-462.0,-462.0,-0.12150210518959083,53.0,1.0,32.13636363636363,2024
IFVG-1m,L,2024-06-24 09:46:00-04:00,2024-06-24 09:10:00-04:00,2024-06-24 09:46:00-04:00,-65.0,-1.0483870967741935,1,,,,0.0,2.0,48.888888888888886,2024
IFVG-1m,L,2024-07-08 10:40:00-04:00,2024-07-08 10:36:00-04:00,2024-07-08 10:40:00-04:00,111.5,2.4239130434782608,1,-428.0,-589.0,0.02369326223547362,28.0,1.0,27.526315789473685,2024
IFVG-1m,L,2024-07-09 10:27:00-04:00,2024-07-09 10:06:00-04:00,2024-07-09 10:27:00-04:00,-59.0,-1.0535714285714286,1,-171.0,454.0,0.01475909962878751,344.0,3.0,24.86725663716814,2024
IFVG-1m,L,2024-07-11 09:43:00-04:00,2024-07-11 09:43:00-04:00,2024-07-11 09:43:00-04:00,-55.0,-1.0576923076923077,1,520.0,-819.0,-0.050200362204876295,520.0,10.0,38.18867924528302,2024
IFVG-1m,L,2024-07-11 09:55:00-04:00,2024-07-11 09:51:00-04:00,2024-07-11 09:55:00-04:00,-53.5,-1.0594059405940597,1,-151.0,-1530.0,-0.05584410383701323,256.0,5.0,51.50819672131148,2024
IFVG-1m,L,2024-07-15 09:47:00-04:00,2024-07-15 09:45:00-04:00,2024-07-15 09:47:00-04:00,192.0,2.953846153846154,1,93.0,-46.0,-0.0313060934815097,443.0,4.0,26.6796875,2024
IFVG-1m,S,2024-07-17 10:38:00-04:00,2024-07-17 10:34:00-04:00,2024-07-17 10:38:00-04:00,-68.0,-1.0461538461538462,-1,-403.0,2397.0,0.02189577802115457,118.0,7.0,34.22641509433962,2024
IFVG-1m,S,2024-07-24 09:30:00-04:00,2024-07-24 09:13:00-04:00,2024-07-24 09:30:00-04:00,-45.5,-1.0705882352941176,-1,,,,-318.0,0.0,60.23762376237624,2024
IFVG-1m,L,2024-07-30 10:05:00-04:00,2024-07-30 10:02:00-04:00,2024-07-30 10:05:00-04:00,-100.0,-1.0309278350515465,1,-92.0,-2414.0,-0.032528032354599,281.0,3.0,28.454545454545453,2024
IFVG-1m,S,2024-07-31 09:30:00-04:00,2024-07-31 09:27:00-04:00,2024-07-31 09:30:00-04:00,-62.0,-1.0508474576271187,-1,,,,-15.0,0.0,60.687943262411345,2024
IFVG-1m,S,2024-07-31 10:22:00-04:00,2024-07-31 09:40:00-04:00,2024-07-31 10:22:00-04:00,-57.5,-1.055045871559633,-1,-527.0,-750.0,0.024029255495491092,209.0,4.0,18.57547169811321,2024
IFVG-1m,L,2024-08-14 09:53:00-04:00,2024-08-14 09:51:00-04:00,2024-08-14 09:53:00-04:00,-53.5,-1.0594059405940597,1,-240.0,-604.0,-0.032243658242411176,128.0,2.0,30.033898305084747,2024
IFVG-1m,S,2024-09-05 10:29:00-04:00,2024-09-05 10:07:00-04:00,2024-09-05 10:29:00-04:00,264.0,2.966292134831461,-1,2.0,-1409.0,0.046083824549216085,263.0,13.0,20.21019108280255,2024
IFVG-1m,L,2024-09-12 09:52:00-04:00,2024-09-12 09:30:00-04:00,2024-09-12 09:52:00-04:00,280.5,2.9682539682539684,1,-328.0,-328.0,0.05047181161802314,363.0,3.0,20.96747967479675,2024
IFVG-1m,S,2024-11-04 10:27:00-05:00,2024-11-04 10:24:00-05:00,2024-11-04 10:27:00-05:00,-65.0,-1.0483870967741935,-1,-216.0,-1459.0,-0.006983366713120856,235.0,2.0,29.03174603174603,2024
IFVG-1m,L,2024-11-20 09:46:00-05:00,2024-11-20 09:03:00-05:00,2024-11-20 09:46:00-05:00,-58.0,-1.0545454545454545,1,,,,347.0,6.0,24.677777777777777,2024
IFVG-1m,L,2024-11-25 10:06:00-05:00,2024-11-25 09:53:00-05:00,2024-11-25 10:06:00-05:00,-84.5,-1.0368098159509205,1,-413.0,-1323.0,0.006184394817200116,169.0,2.0,22.681818181818183,2024
IFVG-1m,L,2024-12-06 09:31:00-05:00,2024-12-06 09:30:00-05:00,2024-12-06 09:31:00-05:00,169.5,2.9478260869565216,1,209.0,209.0,-0.012673822482980303,191.0,1.0,29.38938053097345,2024
IFVG-1m,L,2024-12-11 10:59:00-05:00,2024-12-11 10:53:00-05:00,2024-12-11 10:59:00-05:00,138.0,2.9361702127659575,1,-11.0,-852.0,-0.0243555508654147,481.0,6.0,26.166666666666668,2024
IFVG-1m,L,2024-12-19 09:46:00-05:00,2024-12-19 09:37:00-05:00,2024-12-19 09:46:00-05:00,-124.5,-1.0246913580246917,1,-635.0,-1289.0,0.0028269901538560266,332.0,5.0,13.731601731601732,2024
IFVG-1m,L,2024-12-19 09:57:00-05:00,2024-12-19 09:54:00-05:00,2024-12-19 09:57:00-05:00,-82.5,-1.0377358490566038,1,-565.0,-1920.0,-0.026051828831782788,51.0,2.0,11.219298245614034,2024
IFVG-1m,L,2024-12-24 10:22:00-05:00,2024-12-24 10:20:00-05:00,2024-12-24 10:22:00-05:00,136.5,2.935483870967742,1,-322.0,-503.0,-0.004654305955428277,98.0,2.0,24.46511627906977,2024
IFVG-1m,L,2025-01-20 10:13:00-05:00,2025-01-20 10:10:00-05:00,2025-01-20 10:13:00-05:00,-37.0,-1.088235294117647,1,-184.0,240.0,-0.008230682188006842,47.0,3.0,8.4375,2025
